,name,type,end_url,sprite_url
132,capsakid,grass,capsakid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
133,carbink,rock,carbink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
134,carkol,rock,carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
135,carnivine,grass,carnivine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
136,carracosta,water,carracosta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
137,carvanha,water,carvanha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
138,cascoon,bug,cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
139,castform,normal,castform,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
140,castform,water,castform-rainy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png
141,castform,ice,castform-snowy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png
142,castform,fire,castform-sunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png
143,caterpie,bug,caterpie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png
144,celebi,psychic,celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
145,celesteela,steel,celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
146,centiskorch,fire,centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
147,centiskorch,fire,centiskorch-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10220.png
148,ceruledge,fire,ceruledge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
149,cetitan,ice,cetitan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
150,cetoddle,ice,cetoddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
151,chandelure,ghost,chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
152,chansey,normal,chansey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
153,charcadet,fire,charcadet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
154,charizard,fire,charizard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png
155,charizard,fire,charizard-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10196.png
156,charizard,fire,charizard-mega-x,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png
157,charizard,fire,charizard-mega-y,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png
158,charjabug,bug,charjabug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
159,charmander,fire,charmander,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png
160,charmeleon,fire,charmeleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png
161,chatot,normal,chatot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
162,cherrim,grass,cherrim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
163,cherubi,grass,cherubi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
164,chesnaught,grass,chesnaught,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
165,chespin,grass,chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
166,chewtle,water,chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
167,chi,dark,chi-yu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
168,chien,dark,chien-pao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
169,chikorita,grass,chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
170,chimchar,fire,chimchar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
171,chimecho,psychic,chimecho,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
172,chinchou,water,chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
173,chingling,psychic,chingling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
174,cinccino,normal,cinccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
175,cinderace,fire,cinderace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
176,cinderace,fire,cinderace-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10210.png
177,clamperl,water,clamperl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
178,clauncher,water,clauncher,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
179,clawitzer,water,clawitzer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
180,claydol,ground,claydol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
181,clefable,fairy,clefable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png
182,clefairy,fairy,clefairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png
183,cleffa,fairy,cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
184,clobbopus,fighting,clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
185,clodsire,poison,clodsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
186,cloyster,water,cloyster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png
187,coalossal,rock,coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
188,coalossal,rock,coalossal-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10215.png
189,cobalion,steel,cobalion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
190,cofagrigus,ghost,cofagrigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
191,combee,bug,combee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
192,combusken,fire,combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
193,comfey,fairy,comfey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
194,conkeldurr,fighting,conkeldurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
195,copperajah,steel,copperajah,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
196,copperajah,steel,copperajah-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10224.png
197,corphish,water,corphish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
198,corsola,water,corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
199,corsola,ghost,corsola-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png
200,corviknight,flying,corviknight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
201,corviknight,flying,corviknight-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10212.png
202,corvisquire,flying,corvisquire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
203,cosmoem,psychic,cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
204,cosmog,psychic,cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
205,cottonee,grass,cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
206,crabominable,fighting,crabominable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
207,crabrawler,fighting,crabrawler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
208,cradily,rock,cradily,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
209,cramorant,flying,cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
210,cramorant,flying,cramorant-gorging,
211,cramorant,flying,cramorant-gulping,
212,cranidos,rock,cranidos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
213,crawdaunt,water,crawdaunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
214,cresselia,psychic,cresselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
215,croagunk,poison,croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
216,crobat,poison,crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
217,crocalor,fire,crocalor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
218,croconaw,water,croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
219,crustle,bug,crustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
220,cryogonal,ice,cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
221,cubchoo,ice,cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
222,cubone,ground,cubone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
223,cufant,steel,cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
224,cursola,ghost,cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png
225,cutiefly,bug,cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
226,cyclizar,dragon,cyclizar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
227,cyndaquil,fire,cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
228,dachsbun,fairy,dachsbun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
229,darkrai,dark,darkrai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
230,darmanitan,ice,darmanitan-galar-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png
231,darmanitan,ice,darmanitan-galar-zen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png
232,darmanitan,fire,darmanitan-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
233,darmanitan,fire,darmanitan-zen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
234,dartrix,grass,dartrix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
235,darumaka,fire,darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
236,darumaka,ice,darumaka-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png
237,decidueye,grass,decidueye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
238,decidueye,grass,decidueye-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png
239,dedenne,electric,dedenne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
240,deerling,normal,deerling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
241,deino,dark,deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
242,delcatty,normal,delcatty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
243,delibird,ice,delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
244,delphox,fire,delphox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
245,deoxys,psychic,deoxys-attack,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
246,deoxys,psychic,deoxys-defense,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
247,deoxys,psychic,deoxys-normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
248,deoxys,psychic,deoxys-speed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
249,dewgong,water,dewgong,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
250,dewott,water,dewott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
251,dewpider,water,dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
252,dhelmise,ghost,dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
